"module","size","p-val","Bonf","nInTerm","ont","termName"
"turquoise",3240,7.2e-09,6.1e-05,32,"MF","serine-type endopeptidase inhibitor acti"
"turquoise",3240,7.7e-09,6.5e-05,54,"MF","oxidoreductase activity, acting on CH-OH"
"turquoise",3240,1.2e-08,1e-04,35,"CC","myofibril"
"turquoise",3240,2.2e-08,0.00018,201,"MF","transmembrane transporter activity"
"turquoise",3240,2.7e-08,0.00023,46,"MF","oxidoreductase activity, acting on the C"
"turquoise",3240,4.7e-08,4e-04,47,"MF","receptor ligand activity"
"turquoise",3240,8.8e-08,0.00075,45,"BP","cellular carbohydrate metabolic process"
"turquoise",3240,9.6e-08,0.00081,32,"CC","sarcomere"
"turquoise",3240,1.4e-07,0.0012,383,"CC","intrinsic component of membrane"
"turquoise",3240,1.9e-07,0.0016,11,"BP","tyrosine metabolic process"
"turquoise",3240,2.3e-07,0.002,31,"BP","antibacterial humoral response"
"turquoise",3240,2.4e-07,0.002,47,"MF","enzyme inhibitor activity"
"turquoise",3240,2.4e-07,0.0021,19,"BP","tricarboxylic acid cycle"
"turquoise",3240,2.8e-07,0.0024,17,"BP","aromatic amino acid family metabolic pro"
"turquoise",3240,3.1e-07,0.0026,375,"CC","integral component of membrane"
"turquoise",3240,4e-07,0.0034,98,"BP","immune response"
"turquoise",3240,6.3e-07,0.0054,19,"BP","citrate metabolic process"
"turquoise",3240,6.4e-07,0.0054,36,"CC","mitochondrial respiratory chain"
"turquoise",3240,6.5e-07,0.0055,76,"BP","cellular amino acid metabolic process"
"turquoise",3240,8.1e-07,0.0069,88,"BP","ribose phosphate metabolic process"
"turquoise",3240,9.3e-07,0.0079,85,"BP","purine nucleotide metabolic process"
"turquoise",3240,1.4e-06,0.012,27,"BP","myofibril assembly"
"turquoise",3240,1.6e-06,0.013,36,"BP","respiratory electron transport chain"
"turquoise",3240,1.6e-06,0.014,22,"BP","muscle system process"
"turquoise",3240,1.7e-06,0.014,33,"BP","muscle cell development"
"turquoise",3240,1.7e-06,0.015,37,"BP","electron transport chain"
"turquoise",3240,1.8e-06,0.016,26,"BP","cellular amino acid biosynthetic process"
"turquoise",3240,2.1e-06,0.018,21,"BP","response to unfolded protein"
"turquoise",3240,2.2e-06,0.019,58,"BP","innate immune response"
"turquoise",3240,2.4e-06,0.02,84,"BP","ribonucleotide metabolic process"
"turquoise",3240,2.7e-06,0.023,20,"BP","cellular response to unfolded protein"
"turquoise",3240,2.8e-06,0.024,38,"BP","transmembrane receptor protein serine/th"
"turquoise",3240,3.1e-06,0.027,9,"BP","one-carbon metabolic process"
"turquoise",3240,4.2e-06,0.036,51,"BP","ATP metabolic process"
"turquoise",3240,4.4e-06,0.038,25,"BP","cellular response to topologically incor"
"turquoise",3240,4.4e-06,0.038,25,"BP","chaperone-mediated protein folding"
"turquoise",3240,4.8e-06,0.04,170,"BP","response to organic substance"
"turquoise",3240,4.8e-06,0.041,90,"MF","signaling receptor binding"
"turquoise",3240,4.9e-06,0.042,177,"BP","transmembrane transport"
"turquoise",3240,5.9e-06,0.05,29,"BP","neuropeptide signaling pathway"
"turquoise",3240,5.9e-06,0.05,29,"MF","electron transfer activity"
"turquoise",3240,7e-06,0.059,56,"BP","humoral immune response"
"turquoise",3240,7.2e-06,0.061,99,"BP","nucleoside phosphate metabolic process"
"turquoise",3240,7.7e-06,0.065,98,"BP","nucleotide metabolic process"
"turquoise",3240,8e-06,0.068,21,"BP","triglyceride metabolic process"
"turquoise",3240,8.6e-06,0.073,32,"BP","ATP synthesis coupled electron transport"
"turquoise",3240,1e-05,0.085,84,"BP","open tracheal system development"
"turquoise",3240,1.2e-05,0.1,17,"BP","muscle contraction"
"turquoise",3240,1.3e-05,0.11,86,"CC","mitochondrial membrane"
"turquoise",3240,1.4e-05,0.12,19,"BP","negative regulation of peptidase activit"
"turquoise",3240,1.5e-05,0.13,26,"BP","carbohydrate catabolic process"
"turquoise",3240,1.8e-05,0.15,31,"BP","mitochondrial ATP synthesis coupled elec"
"turquoise",3240,1.9e-05,0.16,72,"CC","mitochondrial inner membrane"
"turquoise",3240,2.1e-05,0.17,215,"CC","mitochondrion"
"turquoise",3240,2.2e-05,0.18,144,"MF","ion transmembrane transporter activity"
"turquoise",3240,2.4e-05,0.21,23,"MF","iron-sulfur cluster binding"
"turquoise",3240,2.5e-05,0.21,17,"MF","monocarboxylic acid transmembrane transp"
"turquoise",3240,3.1e-05,0.26,78,"BP","cuticle development"
"turquoise",3240,3.2e-05,0.27,16,"BP","chaperone cofactor-dependent protein ref"
"turquoise",3240,3.2e-05,0.27,16,"MF","growth factor activity"
"turquoise",3240,3.6e-05,0.31,20,"BP","heart contraction"
"turquoise",3240,3.6e-05,0.31,18,"BP","negative regulation of endopeptidase act"
"turquoise",3240,4.7e-05,0.4,24,"BP","heart process"
"turquoise",3240,4.8e-05,0.41,17,"BP","monocarboxylic acid transport"
"turquoise",3240,4.9e-05,0.41,88,"CC","mitochondrial envelope"
"turquoise",3240,5.2e-05,0.45,7,"MF","quinone binding"
"turquoise",3240,6.2e-05,0.53,20,"BP","sarcomere organization"
"turquoise",3240,6.6e-05,0.56,18,"MF","neuropeptide hormone activity"
"turquoise",3240,7.6e-05,0.65,21,"CC","Z disc"
"turquoise",3240,7.6e-05,0.65,21,"CC","I band"
"turquoise",3240,8.3e-05,0.7,60,"BP","sulfur compound metabolic process"
"turquoise",3240,8.7e-05,0.74,35,"BP","oxidative phosphorylation"
"turquoise",3240,8.9e-05,0.75,105,"BP","cellular response to organic substance"
"turquoise",3240,8.9e-05,0.76,22,"BP","negative regulation of proteolysis"
"turquoise",3240,9e-05,0.77,81,"BP","muscle structure development"
"turquoise",3240,9.3e-05,0.79,11,"MF","transaminase activity"
"turquoise",3240,9.3e-05,0.79,11,"MF","protein binding involved in protein fold"
"turquoise",3240,9.3e-05,0.79,11,"MF","misfolded protein binding"
"turquoise",3240,1e-04,0.86,64,"CC","extracellular matrix"
"turquoise",3240,0.00011,0.92,151,"BP","lipid metabolic process"
"turquoise",3240,0.00011,0.94,41,"MF","organic anion transmembrane transporter "
"turquoise",3240,0.00012,1,16,"BP","'de novo' protein folding"
"turquoise",3240,0.00012,1,21,"BP","acyl-CoA metabolic process"
"turquoise",3240,0.00013,1,70,"MF","serine-type endopeptidase activity"
"turquoise",3240,0.00013,1,59,"BP","chitin-based cuticle development"
"turquoise",3240,0.00014,1,13,"MF","4 iron, 4 sulfur cluster binding"
"turquoise",3240,0.00018,1,49,"BP","muscle cell differentiation"
"turquoise",3240,0.00018,1,48,"BP","antimicrobial humoral response"
"turquoise",3240,0.00019,1,66,"MF","coenzyme binding"
"turquoise",3240,0.00021,1,6,"BP","carnitine metabolic process"
"turquoise",3240,0.00021,1,6,"BP","regulation of melanization defense respo"
"turquoise",3240,0.00021,1,6,"MF","imaginal disc growth factor receptor bin"
"turquoise",3240,0.00023,1,48,"BP","regulation of immune response"
"turquoise",3240,0.00024,1,19,"BP","pyruvate metabolic process"
"turquoise",3240,0.00025,1,108,"MF","endopeptidase activity"
"turquoise",3240,0.00028,1,10,"BP","glycosaminoglycan catabolic process"
"turquoise",3240,0.00028,1,10,"BP","central nervous system morphogenesis"
"turquoise",3240,3e-04,1,971,"MF","catalytic activity"
"turquoise",3240,3e-04,1,15,"CC","cytochrome complex"
"turquoise",3240,0.00033,1,22,"BP","negative regulation of immune response"
"turquoise",3240,0.00033,1,7,"BP","glycine metabolic process"
"turquoise",3240,0.00033,1,7,"BP","tetrahydrofolate metabolic process"
"turquoise",3240,0.00033,1,7,"MF","actinin binding"
"turquoise",3240,0.00036,1,121,"BP","cellular lipid metabolic process"
"turquoise",3240,0.00038,1,35,"BP","regulation of tube architecture, open tr"
"turquoise",3240,0.00038,1,16,"BP","glycogen metabolic process"
"turquoise",3240,0.00038,1,16,"BP","protein refolding"
"turquoise",3240,0.00039,1,12,"MF","pattern recognition receptor activity"
"turquoise",3240,0.00039,1,12,"MF","peptidoglycan binding"
"turquoise",3240,0.00039,1,643,"CC","membrane"
"turquoise",3240,0.00043,1,39,"BP","muscle organ development"
"turquoise",3240,0.00063,1,41,"MF","carbohydrate binding"
"turquoise",3240,0.00064,1,49,"BP","response to oxidative stress"
"turquoise",3240,0.00088,1,5,"MF","hydroxymethyl-, formyl- and related tran"
"turquoise",3240,0.00088,1,5,"MF","ubiquinone binding"
"turquoise",3240,0.00088,1,5,"MF","muscle alpha-actinin binding"
"turquoise",3240,0.00088,1,73,"MF","serine-type peptidase activity"
"turquoise",3240,0.001,1,11,"MF","signaling pattern recognition receptor a"
"turquoise",3240,0.001,1,73,"MF","serine hydrolase activity"
"turquoise",3240,0.0011,1,33,"MF","hydrolase activity, hydrolyzing O-glycos"
"turquoise",3240,0.0012,1,7,"BP","glycerol metabolic process"
"turquoise",3240,0.0012,1,7,"BP","striated muscle contraction"
"turquoise",3240,0.0012,1,7,"BP","central nervous system formation"
"turquoise",3240,0.0012,1,7,"BP","pericardial nephrocyte differentiation"
"turquoise",3240,0.0012,1,7,"MF","cysteine-type endopeptidase inhibitor ac"
"turquoise",3240,0.0012,1,6,"BP","galactose metabolic process"
"turquoise",3240,0.0012,1,18,"MF","monooxygenase activity"
"turquoise",3240,0.0013,1,72,"MF","active transmembrane transporter activit"
"turquoise",3240,0.0014,1,39,"MF","structural constituent of cuticle"
"turquoise",3240,0.0014,1,10,"MF","cytochrome-c oxidase activity"
"turquoise",3240,0.0014,1,21,"MF","G protein-coupled peptide receptor activ"
"turquoise",3240,0.0014,1,22,"BP","regulation of tube size, open tracheal s"
"turquoise",3240,0.0017,1,17,"BP","regulation of tube length, open tracheal"
"turquoise",3240,0.0018,1,9,"BP","negative regulation of natural killer ce"
"turquoise",3240,0.0018,1,9,"BP","response to hyperoxia"
"turquoise",3240,0.0018,1,9,"CC","respiratory chain complex IV"
"turquoise",3240,0.0018,1,9,"MF","N-acetylmuramoyl-L-alanine amidase activ"
"turquoise",3240,0.0018,1,9,"MF","peptidoglycan receptor activity"
"turquoise",3240,0.0019,1,19,"BP","epithelial cell migration, open tracheal"
"turquoise",3240,0.0019,1,19,"MF","hormone activity"
"turquoise",3240,0.0019,1,11,"CC","lipid droplet"
"turquoise",3240,0.0019,1,20,"MF","neuropeptide receptor activity"
"turquoise",3240,0.0021,1,98,"MF","cation transmembrane transporter activit"
"turquoise",3240,0.0022,1,136,"CC","intrinsic component of plasma membrane"
"turquoise",3240,0.0023,1,37,"BP","developmental pigmentation"
"turquoise",3240,0.0024,1,12,"BP","regulation of female receptivity"
"turquoise",3240,0.0024,1,43,"BP","fatty acid metabolic process"
"turquoise",3240,0.0024,1,8,"BP","peptidoglycan metabolic process"
"turquoise",3240,0.0024,1,8,"BP","regulation of muscle contraction"
"turquoise",3240,0.0024,1,8,"BP","peptidoglycan catabolic process"
"turquoise",3240,0.0024,1,8,"BP","triglyceride biosynthetic process"
"turquoise",3240,0.0024,1,8,"CC","tricarboxylic acid cycle enzyme complex"
"turquoise",3240,0.0024,1,26,"MF","metalloendopeptidase activity"
"turquoise",3240,0.0025,1,17,"BP","cuticle pigmentation"
"turquoise",3240,0.0025,1,42,"BP","lipid catabolic process"
"turquoise",3240,0.0026,1,18,"BP","muscle attachment"
"turquoise",3240,0.0026,1,10,"MF","cytokine activity"
"turquoise",3240,0.0026,1,22,"MF","peptide receptor activity"
"turquoise",3240,0.0026,1,21,"BP","regulation of innate immune response"
"turquoise",3240,0.0026,1,20,"BP","carbohydrate homeostasis"
"turquoise",3240,0.0027,1,13,"CC","collagen-containing extracellular matrix"
"turquoise",3240,0.003,1,36,"BP","mesoderm development"
"turquoise",3240,0.003,1,36,"CC","peroxisome"
"turquoise",3240,0.0031,1,7,"BP","UDP-glucose metabolic process"
"turquoise",3240,0.0031,1,7,"BP","sensory perception of pain"
"turquoise",3240,0.0031,1,7,"BP","regulation of female receptivity, post-m"
"turquoise",3240,0.0031,1,26,"BP","lipid transport"
"turquoise",3240,0.0033,1,15,"CC","fusome"
"turquoise",3240,0.0033,1,15,"MF","carbon-carbon lyase activity"
"turquoise",3240,0.0033,1,11,"BP","decapentaplegic signaling pathway"
"turquoise",3240,0.0033,1,11,"MF","transmembrane receptor protein tyrosine "
"turquoise",3240,0.0034,1,16,"MF","pyridoxal phosphate binding"
"turquoise",3240,0.0035,1,17,"MF","sodium channel activity"
"turquoise",3240,0.0036,1,21,"BP","BMP signaling pathway"
"turquoise",3240,0.0036,1,21,"BP","genital disc development"
"turquoise",3240,0.0036,1,4,"BP","skeletal muscle contraction"
"turquoise",3240,0.0036,1,4,"BP","'de novo' IMP biosynthetic process"
"turquoise",3240,0.0036,1,4,"BP","glycine catabolic process"
"turquoise",3240,0.0036,1,4,"BP","threonine catabolic process"
"turquoise",3240,0.0036,1,4,"BP","melanin biosynthetic process from tyrosi"
"turquoise",3240,0.0036,1,4,"BP","labial disc development"
"turquoise",3240,0.0036,1,4,"BP","tetrahydrofolate interconversion"
"turquoise",3240,0.0036,1,4,"BP","pheromone biosynthetic process"
"turquoise",3240,0.0036,1,4,"BP","carnitine biosynthetic process"
"turquoise",3240,0.0036,1,4,"BP","positive regulation of cysteine-type end"
"turquoise",3240,0.0036,1,4,"CC","larval serum protein complex"
"turquoise",3240,0.0036,1,4,"CC","glycine cleavage complex"
"turquoise",3240,0.0036,1,4,"CC","phosphatidylinositol 3-kinase complex, c"
"turquoise",3240,0.0036,1,4,"MF","pyruvate transmembrane transporter activ"
"turquoise",3240,0.0036,1,18,"BP","regulation of BMP signaling pathway"
"turquoise",3240,0.0036,1,18,"CC","mitochondrial respiratory chain complex "
"turquoise",3240,0.0036,1,18,"CC","NADH dehydrogenase complex"
"turquoise",3240,0.0036,1,18,"MF","glycosaminoglycan binding"
"turquoise",3240,0.0036,1,83,"MF","DNA-binding transcription factor activit"
"turquoise",3240,0.0038,1,6,"CC","mitochondrial proton-transporting ATP sy"
"turquoise",3240,0.0038,1,6,"CC","proton-transporting ATP synthase complex"
"turquoise",3240,0.0038,1,6,"MF","Toll binding"
"turquoise",3240,0.0038,1,6,"MF","gamma-aminobutyric acid:sodium symporter"
"turquoise",3240,0.0038,1,12,"MF","carboxy-lyase activity"
"turquoise",3240,0.0039,1,35,"BP","actomyosin structure organization"
"turquoise",3240,0.0039,1,92,"MF","inorganic cation transmembrane transport"
"turquoise",3240,0.0042,1,5,"BP","tryptophan metabolic process"
"turquoise",3240,0.0042,1,5,"BP","galactose catabolic process"
"turquoise",3240,0.0042,1,5,"BP","equator specification"
"turquoise",3240,0.0042,1,5,"CC","striated muscle thin filament"
"turquoise",3240,0.0042,1,5,"MF","alpha-actinin binding"
"turquoise",3240,0.0043,1,13,"BP","regulation of developmental pigmentation"
"turquoise",3240,0.0044,1,29,"MF","structural constituent of chitin-based l"
"turquoise",3240,0.0046,1,14,"BP","regulation of heart contraction"
"turquoise",3240,0.0046,1,14,"MF","NADH dehydrogenase activity"
"turquoise",3240,0.0046,1,10,"BP","chitin-based embryonic cuticle biosynthe"
"turquoise",3240,0.0046,1,10,"MF","amino acid:sodium symporter activity"
"turquoise",3240,0.0047,1,35,"BP","purine nucleotide biosynthetic process"
"turquoise",3240,0.0048,1,21,"BP","response to BMP"
"turquoise",3240,0.0049,1,8,"BP","glycerol-3-phosphate metabolic process"
"turquoise",3240,0.0049,1,8,"BP","wing and notum subfield formation"
"turquoise",3240,0.0049,1,8,"CC","mitochondrial respiratory chain complex "
"turquoise",3240,0.0049,1,8,"MF","polysaccharide binding"
"turquoise",3240,0.0049,1,101,"BP","appendage morphogenesis"
"turquoise",3240,0.005,1,17,"BP","ventral cord development"
"turquoise",3240,0.0051,1,102,"BP","imaginal disc-derived appendage developm"
"turquoise",3240,0.0053,1,100,"BP","imaginal disc-derived appendage morphoge"
"turquoise",3240,0.0053,1,132,"BP","ion transport"
"turquoise",3240,0.0053,1,33,"MF","hydrolase activity, acting on glycosyl b"
"turquoise",3240,0.0054,1,11,"MF","steroid dehydrogenase activity"
"turquoise",3240,0.0056,1,145,"BP","tube morphogenesis"
"turquoise",3240,0.0056,1,157,"BP","instar larval or pupal development"
"turquoise",3240,0.0057,1,32,"MF","sodium ion transmembrane transporter act"
"turquoise",3240,0.0057,1,35,"MF","structural constituent of chitin-based c"
"turquoise",3240,0.006,1,12,"BP","larval midgut cell programmed cell death"
"turquoise",3240,0.0062,1,135,"BP","metamorphosis"
"turquoise",3240,0.0063,1,129,"CC","integral component of plasma membrane"
"turquoise",3240,0.0064,1,9,"MF","lysozyme activity"
"turquoise",3240,0.0064,1,9,"MF","neurotransmitter binding"
"turquoise",3240,0.0067,1,7,"BP","oenocyte differentiation"
"turquoise",3240,0.0067,1,7,"BP","mitochondrial electron transport, cytoch"
"turquoise",3240,0.0067,1,7,"BP","aromatic amino acid family catabolic pro"
"turquoise",3240,0.0067,1,7,"BP","fatty acid transport"
"turquoise",3240,0.0067,1,7,"BP","regulation of epithelial cell migration,"
"turquoise",3240,0.0067,1,14,"BP","mitochondrial electron transport, NADH t"
"turquoise",3240,0.0067,1,14,"MF","oxidoreductase activity, acting on the a"
"turquoise",3240,0.0073,1,31,"BP","response to heat"
"turquoise",3240,0.0074,1,23,"BP","hindgut morphogenesis"
"turquoise",3240,0.0074,1,23,"BP","ribonucleoside monophosphate biosyntheti"
"turquoise",3240,0.0076,1,10,"BP","apposition of dorsal and ventral imagina"
"turquoise",3240,0.0076,1,10,"MF","amino acid:cation symporter activity"
"turquoise",3240,0.0077,1,134,"BP","epithelial tube morphogenesis"
"turquoise",3240,0.0078,1,22,"BP","imaginal disc-derived wing vein specific"
"turquoise",3240,0.0078,1,33,"MF","ATPase activity, coupled to transmembran"
"turquoise",3240,0.008,1,59,"MF","metal ion transmembrane transporter acti"
"turquoise",3240,0.0081,1,21,"BP","response to fungus"
"turquoise",3240,0.0084,1,11,"BP","proximal/distal pattern formation, imagi"
"turquoise",3240,0.0084,1,11,"BP","nucleotide-sugar metabolic process"
"turquoise",3240,0.0084,1,11,"BP","positive regulation of innate immune res"
"turquoise",3240,0.0089,1,6,"BP","long-chain fatty acid metabolic process"
"turquoise",3240,0.0089,1,6,"BP","determination of muscle attachment site"
"turquoise",3240,0.0089,1,6,"BP","heat shock-mediated polytene chromosome "
"turquoise",3240,0.0089,1,6,"BP","epithelial tube formation"
"turquoise",3240,0.0089,1,6,"CC","cytoneme"
"turquoise",3240,0.0089,1,6,"MF","phosphatidate phosphatase activity"
"turquoise",3240,0.0089,1,6,"MF","gamma-aminobutyric acid transmembrane tr"
"turquoise",3240,0.009,1,12,"MF","transmembrane receptor protein kinase ac"
"turquoise",3240,0.009,1,8,"BP","antifungal humoral response"
"turquoise",3240,0.0092,1,17,"BP","ATP biosynthetic process"
"turquoise",3240,0.0092,1,17,"BP","cellular response to heat"
"turquoise",3240,0.0093,1,13,"BP","glycosaminoglycan metabolic process"
"turquoise",3240,0.0094,1,16,"BP","glucose homeostasis"
"turquoise",3240,0.0095,1,15,"BP","glucose metabolic process"
"turquoise",3240,0.0095,1,30,"BP","somatic muscle development"
"turquoise",3240,0.0096,1,173,"BP","post-embryonic development"
"white",54,2.9e-30,2.5e-26,19,"MF","structural constituent of chitin-based c"
"white",54,1e-29,8.7e-26,19,"MF","structural constituent of cuticle"
"white",54,4.6e-27,3.9e-23,20,"CC","extracellular matrix"
"white",54,5.8e-26,4.9e-22,19,"BP","chitin-based cuticle development"
"white",54,2.2e-23,1.9e-19,19,"BP","cuticle development"
"white",54,1.3e-20,1.1e-16,26,"CC","extracellular region"
"white",54,1.1e-19,9.1e-16,13,"MF","structural constituent of chitin-based l"
"white",54,3.2e-19,2.7e-15,20,"MF","structural molecule activity"
"white",54,4.3e-09,3.7e-05,5,"BP","body morphogenesis"
"white",54,1.2e-05,0.1,20,"BP","multicellular organism development"
